user,cas_id,timestamp
8159,12914,1285075958.0
12578,12914,1285090378.0
9180,12914,1285116827.0
892,12914,1285211702.0
7222,12914,1285316675.0
11113,12914,1285338812.0
11990,12914,1285354487.0
99,12914,1285398299.0
7506,12914,1285422648.0
12591,12914,1285462089.0
5071,12914,1285558307.0
7535,12914,1285705992.0
4829,12914,1285732575.0
11395,12914,1285780628.0
3099,12914,1285786078.0
12154,12914,1285786562.0
1580,12914,1285808087.0
6304,12914,1285855445.0
11214,12914,1285894345.0
10824,12914,1285901235.0
6985,12914,1285920534.0
11056,12914,1285929561.0
7595,14641,12850246.0
8496,14641,1285077957.0
3928,14641,1285094948.0
3217,14641,1285117382.0
6759,14641,1285163009.0
5566,14641,1285183384.0
1806,14641,1285183784.0
5275,14641,1285192825.0
6295,14641,1285196128.0
1840,14641,1285197176.0
8285,14641,128520993.0
10563,14641,1285246006.0
396,14641,128524907.0
12331,14641,1285274191.0
10267,14641,1285279254.0
11141,14641,1285281266.0
10725,14641,1285294385.0
7305,14641,1285297908.0
5217,14641,1285348777.0
5799,14641,128534884.0
6746,14641,1285352027.0
345,14641,1285354483.0
11918,14641,1285355951.0
4775,14641,1285420227.0
2938,14641,128542068.0
6422,14641,1285421179.0
6061,14641,1285421908.0
8254,14641,1285422961.0
9734,14641,1285423871.0
3553,14641,1285424793.0
8497,14641,128542641.0
5426,14641,1285426589.0
6171,14641,1285427177.0
9800,14641,1285428441.0
6150,14641,1285431163.0
586,14641,1285431269.0
1459,14641,1285431982.0
1379,14641,1285432.0
8247,14641,1285432314.0
11505,14641,1285432451.0
4069,14641,1285432512.0
2040,14641,1285433268.0
4992,14641,1285434017.0
5455,14641,1285434029.0
2716,14641,1285434216.0
3445,14641,1285435081.0
9194,14641,1285436586.0
1857,14641,1285436771.0
1809,14641,1285437104.0
4772,14641,1285440874.0
11449,14641,1285440912.0
3867,14641,12854446.0
2517,14641,1285444772.0
11671,14641,1285445406.0
2815,14641,1285445533.0
11637,14641,1285450117.0
1451,14641,1285452285.0
1297,14641,1285452768.0
8736,14641,1285457504.0
9512,14641,1285461886.0
2561,14641,1285466104.0
4963,14641,1285467832.0
9948,14641,1285467935.0
8543,14641,1285475194.0
5255,14641,1285476436.0
9315,14641,1285487697.0
6368,14641,12854947.0
6362,14641,1285496801.0
1890,14641,128550967.0
790,14641,1285510622.0
9189,14641,1285514804.0
9376,14641,128552182.0
123,14641,1285521884.0
4132,14641,1285523571.0
7902,14641,128552374.0
7114,14641,1285528558.0
8847,14641,1285530494.0
7213,14641,1285534378.0
11061,14641,128554622.0
4500,14641,1285550321.0
4873,14641,1285550866.0
7946,14641,1285551884.0
184,14641,1285552521.0
3057,14641,1285554711.0
10555,14641,1285555747.0
11084,14641,1285555927.0
8979,14641,1285558168.0
5614,14641,1285561461.0
10235,14641,1285582161.0
160,14641,128559782.0
9270,14641,128559892.0
1112,14641,128560665.0
46,14641,1285611832.0
5400,14641,1285614563.0
1028,14641,1285615211.0
907,14641,1285616238.0
8444,14641,1285620046.0
1417,14641,1285621524.0
1600,14641,1285622184.0
11979,14641,128563427.0
8480,14641,128563796.0
3260,14641,128563808.0
7113,14641,1285676338.0
1510,14641,1285682418.0
5489,14641,1285692111.0
11965,14641,1285695212.0
11351,14641,1285697576.0
9866,14641,1285710254.0
40,14641,128573078.0
521,14641,1285734704.0
4854,14641,1285794199.0
1644,14641,1285794712.0
375,14641,128581689.0
7267,14641,1285862121.0
8240,14641,1285864452.0
3109,14641,1285872196.0
2062,14641,128589791.0
5042,14641,1285934719.0
5337,14641,1285949557.0
1242,14641,1285951718.0
6861,14641,1285955218.0
7847,15888,12850512.0
12174,15888,1285145365.0
35,15888,1285413929.0
8643,15888,1285417316.0
11451,15888,1285551387.0
6669,15888,1285552715.0
7173,13507,12850762.0
11810,13507,128507712.0
477,13507,1285077609.0
8495,13507,128508031.0
1259,13507,1285132938.0
5223,13507,1285150457.0
10820,13507,1285151148.0
420,13507,128516127.0
7555,13507,1285239624.0
11554,15710,12851253.0
11199,15710,1285130878.0
8672,15710,1285132693.0
1024,15710,128519919.0
3705,15701,12851774.0
2878,15701,1285177554.0
12390,15701,1285177665.0
11079,15701,1285177833.0
105,15701,1285177905.0
6221,15701,1285177972.0
10006,15701,1285411693.0
9893,15701,1285411717.0
4714,15701,128541248.0
2462,15701,1285412497.0
8354,15701,128541352.0
8088,15701,128541362.0
2322,15701,1285413887.0
11599,15701,1285414028.0
9689,15701,1285414134.0
12240,15701,1285414388.0
7468,15701,1285414438.0
2327,15701,1285414445.0
7130,15701,1285414476.0
11589,15701,1285414502.0
5493,15701,1285414582.0
10383,15701,1285414597.0
6509,15701,1285414622.0
533,15701,1285414708.0
10530,15701,1285414735.0
1328,15701,1285414744.0
4304,15701,1285414784.0
6682,15701,1285414863.0
3289,15701,1285414913.0
3388,15701,1285414939.0
8403,15701,1285414971.0
1377,15701,1285415034.0
5574,15701,1285415061.0
9378,15701,1285415138.0
1918,15701,1285415208.0
9593,15701,1285415333.0
6993,15701,1285415372.0
8200,15701,1285415428.0
5538,15701,1285415485.0
6660,15701,1285416013.0
6030,15701,1285416457.0
1497,15701,128541654.0
12051,15701,1285416838.0
5997,15701,1285416973.0
9780,15701,1285417194.0
7334,15701,1285417634.0
9677,16015,12852456.0
9364,16015,1285245626.0
9619,16015,1285245931.0
4252,16015,1285252889.0
1395,16015,1285259978.0
3814,16015,1285261483.0
4010,16015,1285263663.0
10629,16015,1285264261.0
12280,16015,1285266057.0
3195,16015,1285266649.0
12061,16015,1285269208.0
12079,16015,1285279497.0
9383,16015,1285285913.0
3614,16015,1285293196.0
5576,16015,1285293256.0
2468,16015,1285293274.0
11982,16015,1285293371.0
1010,16015,1285293408.0
2013,16015,1285293411.0
5590,16015,1285293964.0
8120,16015,1285294262.0
8859,16015,128529519.0
8507,16015,1285300266.0
11689,16015,1285300444.0
9947,16015,1285303591.0
10427,16015,1285320736.0
8050,16015,1285329272.0
2764,16015,1285329699.0
1450,16015,1285332716.0
10730,16015,128533297.0
8869,16015,1285333079.0
11681,16015,1285333135.0
6795,16015,1285333188.0
4768,16015,1285333198.0
9599,16015,1285334296.0
9660,16015,1285335491.0
10716,16015,1285335816.0
10218,16015,1285335943.0
12559,16015,1285335972.0
3751,16015,1285338745.0
8711,16015,1285338828.0
10477,16015,1285338892.0
11628,16015,1285338893.0
2801,16015,1285338893.0
11518,16015,1285338894.0
1873,16015,1285338894.0
7871,16015,1285338926.0
493,16015,1285344732.0
8935,16015,1285344997.0
8147,16015,1285347232.0
5047,16015,1285349282.0
7770,16015,1285349871.0
11653,16015,1285350024.0
8870,16015,128537272.0
3235,16015,1285374242.0
3092,16015,1285378013.0
6216,16015,1285378092.0
8628,16015,1285386867.0
6203,16015,1285418414.0
11481,16015,1285440752.0
11812,16015,128544123.0
637,16015,1285441341.0
8345,16015,1285447004.0
1369,16015,1285452799.0
12282,16015,1285455457.0
3691,16015,1285460075.0
9772,16015,1285563001.0
6293,16015,1285584674.0
2617,16015,1285601142.0
4106,16015,1285601305.0
11573,16015,1285601969.0
2997,16015,1285602273.0
9222,16015,1285604969.0
11613,15230,12853064.0
10076,15230,1285306405.0
7085,15230,1285306643.0
4395,15230,128530669.0
8569,15230,1285306805.0
2280,15230,1285307255.0
10942,15230,1285307394.0
2284,15230,1285307511.0
101,15230,1285307975.0
11609,15230,1285308323.0
2131,15230,1285308336.0
11446,15230,1285309093.0
7032,15230,1285309097.0
2577,15230,1285309191.0
1206,15230,1285309316.0
1107,15230,128530933.0
4614,15230,1285309653.0
11769,15230,128530978.0
3994,15230,1285309783.0
5964,15230,1285309789.0
9260,15230,128531007.0
4090,15230,1285310269.0
9200,15230,1285310964.0
10062,15230,1285311336.0
3559,15230,1285311515.0
4818,15230,1285311574.0
3473,15230,1285311746.0
12371,15230,1285312011.0
2319,15230,1285312057.0
5795,15230,1285312178.0
9245,15230,128531231.0
5893,15230,1285312414.0
8825,15230,1285312481.0
8818,15230,128531288.0
1067,15230,1285312932.0
6183,15230,1285313378.0
4689,15230,1285314029.0
3233,15230,1285314029.0
567,15230,1285314037.0
921,15230,12853141.0
4026,15230,1285314401.0
1874,15230,1285314402.0
2589,15230,1285314807.0
5285,15230,1285314834.0
4656,15230,1285315102.0
9171,15230,1285315169.0
430,15230,1285315354.0
8975,15230,1285315416.0
7846,15230,128531577.0
7028,15230,1285315783.0
2889,15230,1285316145.0
11770,15230,1285316301.0
9825,15230,1285316397.0
11122,15230,1285316524.0
4636,15230,1285316804.0
3918,15230,1285316906.0
3062,15230,1285316988.0
2721,15230,1285317484.0
5791,15230,1285317614.0
5521,15230,1285317618.0
2719,15230,1285317633.0
1557,15230,128531793.0
6549,15230,1285318226.0
4536,15230,1285319015.0
7634,15230,1285319147.0
380,15230,1285319201.0
1856,15230,1285319258.0
1661,15230,1285319748.0
9623,15230,1285320199.0
2293,14608,12853159.0
1131,14608,1285315944.0
7084,14608,1285316044.0
11452,14608,1285316122.0
5424,14608,1285316147.0
7174,14608,1285316324.0
1476,14608,128531633.0
11587,14608,1285316392.0
5993,14608,1285316403.0
7912,14608,1285316544.0
7698,14608,1285317187.0
5931,14608,1285318366.0
1888,14608,128531838.0
3094,14608,1285318868.0
1169,14608,1285318912.0
2126,14608,1285320064.0
8213,14608,1285323298.0
2242,14608,12853278.0
404,14608,1285329308.0
6047,14608,1285335209.0
1729,14608,1285338598.0
274,14608,1285368111.0
11816,14608,1285372306.0
2591,14608,1285380327.0
9744,14608,1285391712.0
10275,14608,1285401604.0
9665,14608,1285410967.0
11504,14608,1285413182.0
1152,14608,1285446385.0
115,14608,1285484948.0
8481,14608,1285486334.0
10973,14608,1285496774.0
5257,14608,1285503325.0
2327,14608,1285517234.0
10602,14608,1285527935.0
234,14608,1285570299.0
8894,14608,1285572515.0
4293,13349,12853304.0
1272,13349,1285405368.0
9491,13349,1285405817.0
3221,13349,1285407908.0
634,13349,1285408067.0
9368,13349,1285501951.0
4377,13349,1285502032.0
10495,13349,1285502059.0
6380,13349,1285502212.0
2645,13349,1285502258.0
7299,13349,1285502304.0
8988,13349,1285502409.0
8383,13349,1285502433.0
3228,13349,1285502558.0
2271,13349,1285502611.0
2559,13349,1285502627.0
4569,13349,1285502651.0
11008,13349,1285502679.0
8648,13349,1285502783.0
6428,13349,1285502957.0
3121,13349,1285502977.0
1498,13349,128550307.0
7239,13349,128550313.0
1637,13349,1285503154.0
11334,13349,1285503157.0
6028,13349,1285503187.0
601,13349,1285503233.0
2457,13349,128550329.0
3819,13349,1285503292.0
11619,13349,1285503352.0
4171,13349,1285503361.0
3517,13349,1285503395.0
9135,13349,128550342.0
8849,13349,128550346.0
8237,13349,1285503475.0
2855,13349,1285503511.0
6680,13349,1285503681.0
9465,13349,1285503693.0
4394,13349,1285503699.0
10461,13349,1285503764.0
6480,13349,1285503816.0
11936,13349,1285503828.0
3716,13349,1285503828.0
7218,13349,1285503872.0
4670,13349,1285503932.0
5595,13349,1285504009.0
10460,13349,12855042.0
2752,13349,1285504308.0
7727,13349,1285504378.0
11452,13349,1285504416.0
11416,13349,1285504424.0
10472,13349,1285504426.0
539,13349,1285504503.0
8505,13349,128550457.0
6562,13349,1285504761.0
8980,13349,1285504858.0
1986,13349,1285504964.0
9914,13349,1285505038.0
8389,13349,1285505102.0
6720,13349,1285505133.0
2317,13349,1285505138.0
2540,13349,1285505217.0
11180,13349,1285505245.0
2753,13349,128550534.0
10016,13349,1285505352.0
10236,13349,1285505417.0
842,13349,1285505423.0
5132,13349,128550544.0
11358,13349,1285505518.0
9669,13349,1285505519.0
6249,13349,1285505554.0
2091,13349,1285505596.0
2465,13349,1285505617.0
6624,13349,1285505639.0
3341,13349,128550569.0
9187,13349,128550576.0
6545,13349,1285505767.0
7457,13349,1285505815.0
9741,13349,128550582.0
9050,13349,1285505884.0
7057,13349,1285505896.0
23,13349,128550594.0
2036,13349,1285506316.0
6830,13349,128550658.0
5868,13349,1285506647.0
2404,13349,1285507104.0
11492,13349,1285507194.0
11809,13349,1285507399.0
8219,13349,1285507535.0
8287,13349,1285507634.0
7822,13349,1285507726.0
8499,13349,128550784.0
10435,13349,1285507894.0
12271,13349,1285507944.0
11684,13349,1285508016.0
6973,13349,1285508201.0
4864,13349,1285508274.0
12138,13349,1285508427.0
514,13349,1285508444.0
12248,13349,1285508875.0
10561,13349,1285508991.0
12228,13349,128550917.0
7191,13349,1285509259.0
6270,13349,1285509352.0
8703,13349,1285509387.0
448,13349,1285509395.0
8802,13349,1285509565.0
8268,13349,1285509713.0
7897,13349,1285509714.0
5087,13349,1285510116.0
7069,13349,1285510514.0
1966,13349,1285510542.0
4486,13349,1285510557.0
4647,13349,1285511507.0
11432,13349,1285511518.0
8933,13349,1285512249.0
3531,13349,1285512461.0
5771,13349,1285512551.0
5996,13349,1285512679.0
3355,13349,1285512976.0
10581,13349,128551299.0
6399,13349,1285513029.0
10875,13349,1285513266.0
7387,13349,1285513365.0
11717,13349,1285514197.0
4691,13349,1285514699.0
382,13349,1285514803.0
1965,13349,1285514835.0
10230,13349,128551502.0
1876,13349,1285515623.0
1937,13349,1285517429.0
5410,13349,1285517458.0
8154,13349,1285588544.0
2868,13349,12855896.0
9931,13349,128558961.0
4287,13349,1285590267.0
5467,13349,1285592037.0
7139,13349,1285592707.0
2396,13349,1285592849.0
11422,13349,1285593366.0
1572,13349,1285594817.0
3071,13349,1285598238.0
4680,13349,1285598364.0
3526,13349,1285598617.0
1110,13349,1285598806.0
3484,13349,1285604028.0
7684,13349,1285650536.0
3946,13349,1285676254.0
5175,13270,12853408.0
8624,13270,1285341382.0
12062,13270,1285342026.0
8015,13270,1285343421.0
1271,13270,1285346075.0
206,13270,1285359089.0
2982,13270,128537587.0
2349,13270,1285378542.0
2318,13270,1285379167.0
10739,13270,1285379782.0
10064,13270,12853807.0
3657,13270,128538649.0
719,13270,1285389237.0
4331,13270,128539182.0
11718,13270,1285392103.0
4085,13270,1285397569.0
7286,13270,128539887.0
10111,13270,1285400428.0
10194,13270,1285402546.0
8080,13270,1285411404.0
744,13270,1285418516.0
7151,13270,1285418663.0
1589,13270,1285434099.0
5311,13270,1285472949.0
5956,13270,1285474885.0
6764,13270,1285478927.0
4540,13270,128547895.0
4961,13270,1285488249.0
338,13270,1285590755.0
69,15674,12853494.0
10202,15674,1285364966.0
12627,15674,1285553237.0
6887,15674,1285683729.0
3161,14860,12853719.0
8409,14860,1285371923.0
1340,14860,1285372005.0
11361,14860,128537209.0
1329,14860,1285372176.0
3555,14860,1285373523.0
8210,14860,1285373825.0
319,14860,1285374297.0
9232,14860,1285378929.0
4367,14860,1285388408.0
6564,14860,1285391542.0
7786,14860,1285430216.0
2794,14860,1285438204.0
8194,14860,1285441084.0
4481,14860,12855099.0
5744,14860,1285515294.0
11220,14860,1285546894.0
2325,14197,12853723.0
1383,14197,1285372343.0
8364,14197,1285372511.0
8940,14197,1285386474.0
1426,14197,1285392501.0
8942,13939,12853741.0
4753,13939,128537418.0
1241,13939,1285387662.0
8958,13939,128539337.0
12453,13939,128539411.0
9718,15668,12853743.0
4032,15668,1285374346.0
11132,15668,1285374541.0
9079,15668,1285374924.0
2015,15668,1285374925.0
9927,15668,1285374935.0
5397,15668,1285374935.0
289,15668,1285374935.0
6754,15668,1285374935.0
2288,15668,1285374935.0
5656,15668,1285374936.0
2762,15668,1285374936.0
8573,15668,1285374936.0
1825,15668,1285374936.0
6762,15668,1285374952.0
10834,15668,1285374952.0
3756,15668,1285375076.0
5243,15668,1285375076.0
4663,15668,1285375076.0
7759,15668,1285375327.0
8078,15668,1285375506.0
5988,15668,1285375506.0
1938,15668,1285375506.0
499,15668,1285375507.0
6033,15668,1285376001.0
6518,15409,12853761.0
9929,15409,128537616.0
2666,15409,1285376307.0
5986,15409,1285376606.0
11675,15409,1285376982.0
2565,15409,1285377592.0
6025,15409,1285377604.0
1652,15409,1285377756.0
6932,15409,1285377883.0
5101,15409,1285378049.0
9786,15409,1285378284.0
1856,15409,1285379262.0
5892,15409,1285379571.0
5589,15409,128537967.0
1956,15409,128537968.0
2378,15409,1285379906.0
7983,15409,1285380573.0
9331,15409,1285380828.0
6950,15409,128538135.0
2118,15409,1285381431.0
567,15409,1285381804.0
2581,15409,1285381889.0
9398,15409,1285382014.0
8818,15409,1285382486.0
339,15409,1285382536.0
11609,15409,1285382728.0
10042,15409,128538278.0
9680,15409,1285382791.0
3172,15409,1285382971.0
7846,15409,1285382976.0
3756,15409,1285382995.0
3209,15409,1285383007.0
6589,15409,1285383337.0
11446,15409,1285383513.0
5964,15409,1285385393.0
3070,15409,1285385456.0
3465,15409,128538586.0
3559,15409,1285385926.0
9091,15409,1285386091.0
5259,15409,1285387555.0
995,15409,1285388731.0
5285,15409,1285389235.0
11319,15409,128538945.0
11699,15409,1285389517.0
4787,15409,1285389629.0
1206,15409,1285389731.0
612,15409,1285389743.0
6771,15409,1285389997.0
5329,15409,1285390166.0
9015,15725,12853785.0
11215,15725,1285378546.0
4145,15725,1285378555.0
7600,15725,1285378575.0
1457,15725,1285378634.0
4134,15725,1285378984.0
611,15725,1285379057.0
3548,15725,1285379086.0
4194,15725,1285379165.0
7529,13181,12853897.0
7127,13181,1285390229.0
9637,13181,1285390263.0
2820,13181,1285390286.0
7237,13181,1285390562.0
5804,14899,12853904.0
8951,14899,1285390705.0
1728,14899,1285391244.0
4951,14899,1285391667.0
2923,14899,1285400457.0
1976,14899,1285400593.0
2689,14899,12854039.0
8523,14899,1285404276.0
4733,14899,1285404432.0
5249,14899,1285406042.0
2475,14899,1285406517.0
3586,15609,12854215.0
10676,15609,1285422429.0
10213,15609,1285430174.0
11316,15609,1285465935.0
10170,15609,1285467055.0
4740,15609,128546707.0
11889,15609,1285467132.0
12076,15609,1285474804.0
2226,15609,128548666.0
1728,15609,1285493243.0
2689,15609,1285493415.0
10000,15609,1285511704.0
2077,12888,12854275.0
9088,12888,1285427562.0
9862,12888,1285427692.0
9005,12888,1285429392.0
548,12888,1285430859.0
3253,12888,1285437836.0
11389,12888,1285468991.0
2076,12888,1285477937.0
10877,12805,12854513.0
1617,12805,12854513.0
554,12805,1285451325.0
8072,12805,1285451344.0
940,12805,1285451346.0
11535,12805,1285451356.0
2345,12805,128545139.0
332,12805,1285451392.0
12332,12805,1285451396.0
6704,12805,1285451396.0
3530,12805,128545143.0
1303,12805,1285451462.0
772,12805,1285451462.0
6823,12805,1285451483.0
9912,12805,1285451489.0
7102,12805,1285451497.0
9833,12805,1285451586.0
10853,12805,1285451782.0
8324,12805,1285451789.0
5913,12805,1285451837.0
10277,12805,1285451893.0
731,12805,128545192.0
5554,12805,1285451945.0
5975,12805,1285452656.0
11237,12805,1285456702.0
2181,12805,128547147.0
1167,12805,128550858.0
3746,14962,12854535.0
4032,14962,1285453561.0
9984,14962,1285453602.0
12154,14962,1285453606.0
4565,14962,1285453704.0
11174,14962,128545373.0
3210,14962,1285453738.0
2208,14962,1285453779.0
10108,14962,128545392.0
7498,14962,1285454402.0
19,14962,1285454446.0
11549,14962,1285454824.0
5511,14962,1285455199.0
7831,14962,1285456153.0
1216,14962,128545634.0
6023,14962,1285458099.0
8994,15210,12854919.0
8136,15210,1285492217.0
1258,15210,128551202.0
3220,15210,128551462.0
12092,15210,128552267.0
8378,14707,12855053.0
8779,14707,1285505352.0
2020,14707,1285505921.0
10933,14707,1285506822.0
7539,14707,128550968.0
1892,15016,12855358.0
6068,15016,1285535932.0
1167,15016,1285535959.0
9833,15016,1285536088.0
6313,15016,1285536195.0
3315,15016,1285536556.0
10090,15016,1285538667.0
6450,15016,1285539788.0
483,15016,1285539823.0
1398,15016,1285540935.0
6213,15567,12855384.0
6454,15567,1285538465.0
8716,15567,128553966.0
6166,15567,1285623574.0
10826,15567,1285623829.0
9100,15598,12855598.0
4422,15598,1285560346.0
3718,15598,1285560796.0
11992,15598,1285561601.0
4949,15598,1285561754.0
1858,15598,1285561973.0
10165,15598,1285562322.0
35,15598,1285562839.0
553,15598,1285564243.0
7654,15598,1285564948.0
1989,15598,1285565532.0
6811,15598,1285565665.0
7358,15598,1285565789.0
9399,15598,1285565816.0
1867,15598,1285567048.0
10715,15598,128556721.0
8156,15598,1285567437.0
2630,15598,1285568216.0
6664,15598,1285569047.0
8185,15598,1285569679.0
6875,15598,1285570265.0
8079,15598,1285570276.0
2112,15598,1285570368.0
4827,15598,1285570825.0
5846,15598,1285570843.0
610,15598,1285570913.0
3287,15598,1285570957.0
6365,15598,1285571529.0
1941,15598,1285571998.0
11306,15598,1285572298.0
6926,15598,1285572519.0
2454,15598,1285572862.0
7236,15598,1285573034.0
5904,15598,1285583886.0
4357,15598,1285584134.0
10060,15598,1285584547.0
7949,15598,1285584613.0
7470,15598,1285584774.0
3477,15598,128558494.0
7073,15598,1285585394.0
8214,15598,1285586245.0
5277,15598,1285588091.0
8546,15598,1285588147.0
11183,15598,1285588191.0
7577,15598,128558966.0
2068,15598,1285591128.0
4686,15598,128559434.0
11076,15598,1285595941.0
6114,15598,1285596763.0
2206,15598,128559761.0
9433,15598,128559823.0
5501,15598,1285598578.0
670,15598,1285615137.0
10682,15598,128562335.0
1828,15598,1285624408.0
5841,15598,1285627341.0
155,15598,1285628577.0
416,15598,1285628725.0
9389,15598,1285632111.0
7919,15598,1285632162.0
2746,15598,1285632857.0
5322,15598,128563686.0
8117,15598,1285641552.0
6402,15598,1285642048.0
11401,15598,1285646291.0
8001,15598,1285661623.0
8632,15598,1285662622.0
10328,15598,1285674617.0
1100,15598,1285680083.0
6381,15598,1285680886.0
1008,15598,1285681802.0
1597,15598,1285682446.0
5836,15598,1285683852.0
4521,15598,1285685167.0
385,15598,128568542.0
5872,15598,128568673.0
10251,15598,1285687434.0
4894,15598,1285693307.0
10566,15598,1285705755.0
11228,15598,1285715302.0
683,15598,1285718504.0
10580,15598,1285728222.0
7233,15598,128572835.0
6457,15598,1285728532.0
1277,15598,1285729053.0
1199,15598,1285737455.0
1422,15598,1285740284.0
6683,15598,1285780257.0
8107,15598,1285823821.0
8833,15598,1285854686.0
3029,15598,128586311.0
1029,15598,1285896899.0
8977,15598,128590482.0
6196,15598,1285912506.0
82,15598,1285914677.0
1076,15598,1285914911.0
12174,15598,1285921983.0
8973,15598,1285922254.0
9984,14928,12859602.0
7591,14928,1285960204.0
1216,14928,128596022.0
7481,14928,1285960233.0
3416,14928,1285961635.0
992,14598,128497887.0
8463,14598,1284980405.0
10447,14598,1284986811.0
6289,14598,1284987895.0
10716,14598,1284988229.0
7697,14598,1284988258.0
8253,14598,1284988633.0
11050,14598,1284988899.0
8313,14598,1284989991.0
1267,14598,1284992058.0
6293,14598,1284992362.0
11758,14598,1284992942.0
11573,14598,1284995085.0
7773,14598,1284996188.0
128,14598,1284997091.0
2617,14598,1284997654.0
11891,14598,1284997796.0
11853,14598,128500022.0
11850,14598,1285000376.0
8602,14598,1285002647.0
7258,14598,1285004192.0
8239,14598,1285007656.0
9206,14598,128500814.0
4997,14598,1285012397.0
9607,14598,1285012719.0
9774,14598,1285012784.0
7589,14598,1285023687.0
3092,14598,1285023708.0
4405,14598,1285025326.0
1717,14598,1285027739.0
608,14598,1285031662.0
2764,14598,128504707.0
6144,14598,1285065296.0
4303,14598,1285071644.0
12061,14598,1285080659.0
3814,14598,1285160275.0
2975,14598,1285165908.0
10274,14598,1285167594.0
11022,14598,1285167596.0
6904,14598,1285167611.0
2100,14598,1285167669.0
12146,14598,1285167684.0
12038,14598,1285167716.0
1949,14598,1285167773.0
1189,14598,1285167798.0
4347,14598,1285167835.0
2088,14598,1285167879.0
10610,14598,1285167914.0
2013,14598,1285168634.0
5854,14598,1285169112.0
8494,14598,1285169167.0
3949,14598,1285171506.0
9686,14598,1285172389.0
6257,14598,1285174045.0
10629,14598,1285174315.0
2291,14598,1285174689.0
3454,14598,1285174829.0
4010,14598,1285174937.0
11496,14598,1285176631.0
5513,14598,1285176817.0
9619,14598,1285177333.0
10730,14598,128517735.0
8869,14598,1285177715.0
5314,14598,1285177762.0
8225,14598,1285177876.0
8805,14598,1285181927.0
9328,14598,1285181952.0
9790,14598,1285182629.0
1006,14598,1285182646.0
3485,14598,1285182687.0
9249,14598,1285182782.0
7012,14598,1285182802.0
3951,14598,1285182914.0
12167,14598,128518295.0
1205,14598,1285183062.0
4276,14598,1285183155.0
4436,14598,1285184478.0
11013,14598,128518452.0
1587,14598,1285184579.0
8859,14598,1285185022.0
5356,14598,1285190729.0
8773,14598,1285191036.0
11575,14598,1285192743.0
9947,14598,1285193149.0
493,14598,1285195934.0
2501,14598,1285199644.0
8507,14598,1285203892.0
12241,14598,1285207508.0
2580,14598,1285207647.0
6657,14598,1285210654.0
235,14598,1285210656.0
4479,14598,1285210658.0
3119,14598,128521066.0
5943,14598,1285210662.0
5570,14598,1285210665.0
4773,14598,1285210667.0
4616,14598,1285220144.0
5193,14598,1285224025.0
8945,14598,1285237697.0
8628,14598,1285242601.0
7292,14598,1285246335.0
11304,14598,1285247299.0
7770,14598,1285248791.0
4106,14598,1285249627.0
